                                                                                                             
{'loss': 2.0951, 'grad_norm': 2.7279646396636963, 'learning_rate': 1.9999995401862752e-05, 'epoch': 0.0}
{'loss': 0.231, 'grad_norm': 1.3726664781570435, 'learning_rate': 1.4723479174504039e-05, 'epoch': 1.03}
{'loss': 0.1683, 'grad_norm': 1.6134611368179321, 'learning_rate': 1.4681162552967059e-05, 'epoch': 1.03}
{'loss': 0.1949, 'grad_norm': 1.8000805377960205, 'learning_rate': 1.4638738308488518e-05, 'epoch': 1.04}
{'loss': 0.2012, 'grad_norm': 1.2773274183273315, 'learning_rate': 1.4596207416429119e-05, 'epoch': 1.04}
{'loss': 0.2065, 'grad_norm': 1.6024062633514404, 'learning_rate': 1.4553570854601451e-05, 'epoch': 1.05}
{'loss': 0.2553, 'grad_norm': 1.2704856395721436, 'learning_rate': 1.4510829603247535e-05, 'epoch': 1.05}
{'loss': 0.2149, 'grad_norm': 1.3787521123886108, 'learning_rate': 1.4467984645016259e-05, 'epoch': 1.06}
{'loss': 0.1966, 'grad_norm': 2.1698496341705322, 'learning_rate': 1.4425036964940804e-05, 'epoch': 1.06}
{'loss': 0.141, 'grad_norm': 1.2126874923706055, 'learning_rate': 1.438198755041599e-05, 'epoch': 1.07}
{'loss': 0.2073, 'grad_norm': 1.2425363063812256, 'learning_rate': 1.4338837391175582e-05, 'epoch': 1.07}
{'loss': 0.1767, 'grad_norm': 1.2453186511993408, 'learning_rate': 1.4295587479269526e-05, 'epoch': 1.08}
{'loss': 0.198, 'grad_norm': 1.240861177444458, 'learning_rate': 1.4252238809041147e-05, 'epoch': 1.08}
{'loss': 0.2223, 'grad_norm': 1.483606219291687, 'learning_rate': 1.4208792377104291e-05, 'epoch': 1.08}
{'loss': 0.1834, 'grad_norm': 1.1472231149673462, 'learning_rate': 1.4165249182320401e-05, 'epoch': 1.09}
{'loss': 0.168, 'grad_norm': 1.0760282278060913, 'learning_rate': 1.4121610225775568e-05, 'epoch': 1.09}
{'loss': 0.2293, 'grad_norm': 1.5532118082046509, 'learning_rate': 1.4077876510757502e-05, 'epoch': 1.1}
{'loss': 0.1742, 'grad_norm': 1.5431820154190063, 'learning_rate': 1.403404904273248e-05, 'epoch': 1.1}
{'loss': 0.1727, 'grad_norm': 1.2783606052398682, 'learning_rate': 1.3990128829322212e-05, 'epoch': 1.11}
{'loss': 0.214, 'grad_norm': 1.4753438234329224, 'learning_rate': 1.3946116880280682e-05, 'epoch': 1.11}
{'loss': 0.287, 'grad_norm': 1.4296411275863647, 'learning_rate': 1.3902014207470949e-05, 'epoch': 1.12}
{'loss': 0.1544, 'grad_norm': 1.2977555990219116, 'learning_rate': 1.3857821824841855e-05, 'epoch': 1.12}
{'loss': 0.1955, 'grad_norm': 1.4722673892974854, 'learning_rate': 1.3813540748404734e-05, 'epoch': 1.13}
{'loss': 0.2147, 'grad_norm': 1.2006072998046875, 'learning_rate': 1.3769171996210053e-05, 'epoch': 1.13}
{'loss': 0.2011, 'grad_norm': 1.3472628593444824, 'learning_rate': 1.3724716588323996e-05, 'epoch': 1.13}
{'loss': 0.2305, 'grad_norm': 2.254810094833374, 'learning_rate': 1.3680175546805014e-05, 'epoch': 1.14}
{'loss': 0.2385, 'grad_norm': 1.4060041904449463, 'learning_rate': 1.3635549895680336e-05, 'epoch': 1.14}
{'loss': 0.1614, 'grad_norm': 1.243363857269287, 'learning_rate': 1.3590840660922417e-05, 'epoch': 1.15}
{'loss': 0.1801, 'grad_norm': 1.3033286333084106, 'learning_rate': 1.3546048870425356e-05, 'epoch': 1.15}
{'loss': 0.2099, 'grad_norm': 1.3981618881225586, 'learning_rate': 1.3501175553981262e-05, 'epoch': 1.16}
{'loss': 0.1631, 'grad_norm': 1.1811163425445557, 'learning_rate': 1.3456221743256577e-05, 'epoch': 1.16}
{'loss': 0.1442, 'grad_norm': 1.3369933366775513, 'learning_rate': 1.3411188471768354e-05, 'epoch': 1.17}
{'loss': 0.2191, 'grad_norm': 1.7396786212921143, 'learning_rate': 1.3366076774860509e-05, 'epoch': 1.17}
{'loss': 0.1759, 'grad_norm': 1.291884422302246, 'learning_rate': 1.3320887689679998e-05, 'epoch': 1.18}
{'loss': 0.1809, 'grad_norm': 1.384237289428711, 'learning_rate': 1.3275622255152994e-05, 'epoch': 1.18}
{'loss': 0.16, 'grad_norm': 1.2274415493011475, 'learning_rate': 1.3230281511960981e-05, 'epoch': 1.18}
{'loss': 0.1708, 'grad_norm': 1.1540181636810303, 'learning_rate': 1.3184866502516846e-05, 'epoch': 1.19}
{'loss': 0.1787, 'grad_norm': 1.1853629350662231, 'learning_rate': 1.3139378270940901e-05, 'epoch': 1.19}
{'loss': 0.213, 'grad_norm': 2.3111519813537598, 'learning_rate': 1.3093817863036884e-05, 'epoch': 1.2}
{'loss': 0.1561, 'grad_norm': 1.1148711442947388, 'learning_rate': 1.3048186326267911e-05, 'epoch': 1.2}
{'loss': 0.2479, 'grad_norm': 1.758906602859497, 'learning_rate': 1.300248470973239e-05, 'epoch': 1.21}
{'loss': 0.1738, 'grad_norm': 1.209020972251892, 'learning_rate': 1.2956714064139926e-05, 'epoch': 1.21}
{'loss': 0.1807, 'grad_norm': 1.2088624238967896, 'learning_rate': 1.291087544178713e-05, 'epoch': 1.22}
{'loss': 0.2478, 'grad_norm': 1.4044309854507446, 'learning_rate': 1.2864969896533448e-05, 'epoch': 1.22}
{'loss': 0.192, 'grad_norm': 1.5074132680892944, 'learning_rate': 1.2818998483776928e-05, 'epoch': 1.23}
{'loss': 0.1481, 'grad_norm': 1.3398830890655518, 'learning_rate': 1.2772962260429953e-05, 'epoch': 1.23}
{'loss': 0.1576, 'grad_norm': 1.4231659173965454, 'learning_rate': 1.2726862284894939e-05, 'epoch': 1.24}
{'loss': 0.2267, 'grad_norm': 1.577576756477356, 'learning_rate': 1.2680699617040015e-05, 'epoch': 1.24}
{'loss': 0.1686, 'grad_norm': 1.1163543462753296, 'learning_rate': 1.2634475318174637e-05, 'epoch': 1.24}
{'loss': 0.2007, 'grad_norm': 1.0621188879013062, 'learning_rate': 1.2588190451025209e-05, 'epoch': 1.25}
{'loss': 0.1346, 'grad_norm': 0.9822163581848145, 'learning_rate': 1.2541846079710627e-05, 'epoch': 1.25}
{'loss': 0.1106, 'grad_norm': 1.0472841262817383, 'learning_rate': 1.2495443269717833e-05, 'epoch': 1.26}
{'loss': 0.1293, 'grad_norm': 1.0667388439178467, 'learning_rate': 1.244898308787731e-05, 'epoch': 1.26}
{'loss': 0.1495, 'grad_norm': 1.3902862071990967, 'learning_rate': 1.2402466602338557e-05, 'epoch': 1.27}
{'loss': 0.1554, 'grad_norm': 1.1931766271591187, 'learning_rate': 1.2355894882545529e-05, 'epoch': 1.27}
{'loss': 0.1675, 'grad_norm': 1.0979089736938477, 'learning_rate': 1.2309268999212059e-05, 'epoch': 1.28}
{'loss': 0.1726, 'grad_norm': 1.6072531938552856, 'learning_rate': 1.2262590024297226e-05, 'epoch': 1.28}
{'loss': 0.1295, 'grad_norm': 1.0483908653259277, 'learning_rate': 1.2215859030980722e-05, 'epoch': 1.29}
{'loss': 0.1178, 'grad_norm': 1.154139518737793, 'learning_rate': 1.2169077093638175e-05, 'epoch': 1.29}
{'loss': 0.1757, 'grad_norm': 1.0435501337051392, 'learning_rate': 1.2122245287816456e-05, 'epoch': 1.29}
{'loss': 0.1393, 'grad_norm': 1.002245545387268, 'learning_rate': 1.2075364690208937e-05, 'epoch': 1.3}
{'loss': 0.1482, 'grad_norm': 1.09208345413208, 'learning_rate': 1.2028436378630741e-05, 'epoch': 1.3}
{'loss': 0.1653, 'grad_norm': 1.1636630296707153, 'learning_rate': 1.1981461431993978e-05, 'epoch': 1.31}
{'loss': 0.1836, 'grad_norm': 1.3457894325256348, 'learning_rate': 1.1934440930282913e-05, 'epoch': 1.31}
{'loss': 0.1383, 'grad_norm': 1.3980919122695923, 'learning_rate': 1.1887375954529167e-05, 'epoch': 1.32}
{'loss': 0.1255, 'grad_norm': 1.1213608980178833, 'learning_rate': 1.1840267586786838e-05, 'epoch': 1.32}
{'loss': 0.2614, 'grad_norm': 1.4738026857376099, 'learning_rate': 1.1793116910107635e-05, 'epoch': 1.33}
{'loss': 0.112, 'grad_norm': 1.199739694595337, 'learning_rate': 1.1745925008515977e-05, 'epoch': 1.33}
{'loss': 0.152, 'grad_norm': 1.2701865434646606, 'learning_rate': 1.1698692966984071e-05, 'epoch': 1.34}
{'loss': 0.1893, 'grad_norm': 1.4916735887527466, 'learning_rate': 1.1651421871406972e-05, 'epoch': 1.34}
{'loss': 0.1439, 'grad_norm': 0.8072085380554199, 'learning_rate': 1.1604112808577603e-05, 'epoch': 1.35}
{'loss': 0.1154, 'grad_norm': 0.8471633791923523, 'learning_rate': 1.1556766866161787e-05, 'epoch': 1.35}
{'loss': 0.1143, 'grad_norm': 1.36232328414917, 'learning_rate': 1.1509385132673226e-05, 'epoch': 1.35}
{'loss': 0.1963, 'grad_norm': 1.2697771787643433, 'learning_rate': 1.1461968697448484e-05, 'epoch': 1.36}
{'loss': 0.1368, 'grad_norm': 1.3311083316802979, 'learning_rate': 1.1414518650621944e-05, 'epoch': 1.36}
{'loss': 0.1219, 'grad_norm': 0.7673314809799194, 'learning_rate': 1.1367036083100735e-05, 'epoch': 1.37}
{'loss': 0.1611, 'grad_norm': 1.350252389907837, 'learning_rate': 1.1319522086539666e-05, 'epoch': 1.37}
{'loss': 0.131, 'grad_norm': 1.0916337966918945, 'learning_rate': 1.1271977753316111e-05, 'epoch': 1.38}
{'loss': 0.1793, 'grad_norm': 1.1207464933395386, 'learning_rate': 1.1224404176504908e-05, 'epoch': 1.38}
{'loss': 0.1039, 'grad_norm': 1.2966841459274292, 'learning_rate': 1.1176802449853222e-05, 'epoch': 1.39}
{'loss': 0.1293, 'grad_norm': 1.0529175996780396, 'learning_rate': 1.1129173667755405e-05, 'epoch': 1.39}
{'loss': 0.1593, 'grad_norm': 1.0777173042297363, 'learning_rate': 1.1081518925227825e-05, 'epoch': 1.4}
{'loss': 0.1279, 'grad_norm': 0.9638258814811707, 'learning_rate': 1.10338393178837e-05, 'epoch': 1.4}
{'loss': 0.1493, 'grad_norm': 0.9490938186645508, 'learning_rate': 1.0986135941907914e-05, 'epoch': 1.4}
{'loss': 0.1575, 'grad_norm': 1.2361512184143066, 'learning_rate': 1.0938409894031793e-05, 'epoch': 1.41}
{'loss': 0.1138, 'grad_norm': 0.9761357307434082, 'learning_rate': 1.0890662271507912e-05, 'epoch': 1.41}
{'loss': 0.1569, 'grad_norm': 0.8290870785713196, 'learning_rate': 1.0842894172084863e-05, 'epoch': 1.42}
{'loss': 0.1344, 'grad_norm': 1.0446587800979614, 'learning_rate': 1.0795106693982009e-05, 'epoch': 1.42}
{'loss': 0.15, 'grad_norm': 1.2144180536270142, 'learning_rate': 1.0747300935864245e-05, 'epoch': 1.43}
{'loss': 0.1248, 'grad_norm': 0.9427413940429688, 'learning_rate': 1.0699477996816735e-05, 'epoch': 1.43}
{'loss': 0.1289, 'grad_norm': 0.9991979598999023, 'learning_rate': 1.0651638976319645e-05, 'epoch': 1.44}
{'loss': 0.2142, 'grad_norm': 1.1959782838821411, 'learning_rate': 1.0603784974222862e-05, 'epoch': 1.44}
{'loss': 0.1034, 'grad_norm': 0.9843469262123108, 'learning_rate': 1.0555917090720712e-05, 'epoch': 1.45}
{'loss': 0.0964, 'grad_norm': 0.9326282739639282, 'learning_rate': 1.0508036426326655e-05, 'epoch': 1.45}
{'loss': 0.1451, 'grad_norm': 1.3930859565734863, 'learning_rate': 1.0460144081848006e-05, 'epoch': 1.45}
{'loss': 0.136, 'grad_norm': 1.1958342790603638, 'learning_rate': 1.0412241158360603e-05, 'epoch': 1.46}
{'loss': 0.1191, 'grad_norm': 0.9855343103408813, 'learning_rate': 1.0364328757183504e-05, 'epoch': 1.46}
{'loss': 0.1077, 'grad_norm': 0.8455190062522888, 'learning_rate': 1.0316407979853664e-05, 'epoch': 1.47}
{'loss': 0.1825, 'grad_norm': 1.3107317686080933, 'learning_rate': 1.0268479928100615e-05, 'epoch': 1.47}
{'loss': 0.1306, 'grad_norm': 0.9881671071052551, 'learning_rate': 1.0220545703821126e-05, 'epoch': 1.48}
{'loss': 0.1263, 'grad_norm': 1.725180745124817, 'learning_rate': 1.0172606409053887e-05, 'epoch': 1.48}
{'loss': 0.0985, 'grad_norm': 0.7925617694854736, 'learning_rate': 1.0124663145954152e-05, 'epoch': 1.49}
{'loss': 0.1382, 'grad_norm': 1.1854883432388306, 'learning_rate': 1.0076717016768416e-05, 'epoch': 1.49}
{'loss': 0.1405, 'grad_norm': 0.8345704078674316, 'learning_rate': 1.0028769123809057e-05, 'epoch': 1.5}
{'loss': 0.1228, 'grad_norm': 1.5548287630081177, 'learning_rate': 9.98082056942902e-06, 'epoch': 1.5}
{'loss': 0.1144, 'grad_norm': 1.0313951969146729, 'learning_rate': 9.932872455996441e-06, 'epoch': 1.51}
{'loss': 0.2536, 'grad_norm': 1.3976582288742065, 'learning_rate': 9.884925885869326e-06, 'epoch': 1.51}
{'loss': 0.1682, 'grad_norm': 1.6845893859863281, 'learning_rate': 9.836981961370198e-06, 'epoch': 1.51}
{'loss': 0.1888, 'grad_norm': 1.5886749029159546, 'learning_rate': 9.789041784760755e-06, 'epoch': 1.52}
{'loss': 0.1644, 'grad_norm': 1.1213465929031372, 'learning_rate': 9.741106458216529e-06, 'epoch': 1.52}
{'loss': 0.2012, 'grad_norm': 1.7108620405197144, 'learning_rate': 9.693177083801545e-06, 'epoch': 1.53}
{'loss': 0.1984, 'grad_norm': 1.3712530136108398, 'learning_rate': 9.645254763442984e-06, 'epoch': 1.53}
{'loss': 0.1111, 'grad_norm': 1.2863390445709229, 'learning_rate': 9.597340598905851e-06, 'epoch': 1.54}
{'loss': 0.1488, 'grad_norm': 1.1416212320327759, 'learning_rate': 9.549435691767647e-06, 'epoch': 1.54}
{'loss': 0.1235, 'grad_norm': 1.1560766696929932, 'learning_rate': 9.501541143393028e-06, 'epoch': 1.55}
{'loss': 0.1544, 'grad_norm': 1.1090726852416992, 'learning_rate': 9.453658054908512e-06, 'epoch': 1.55}
{'loss': 0.1435, 'grad_norm': 1.3231174945831299, 'learning_rate': 9.405787527177137e-06, 'epoch': 1.56}
{'loss': 0.1254, 'grad_norm': 1.0497256517410278, 'learning_rate': 9.357930660773156e-06, 'epoch': 1.56}
{'loss': 0.117, 'grad_norm': 1.1513394117355347, 'learning_rate': 9.310088555956751e-06, 'epoch': 1.56}
{'loss': 0.1444, 'grad_norm': 0.9092941880226135, 'learning_rate': 9.262262312648718e-06, 'epoch': 1.57}
{'loss': 0.1588, 'grad_norm': 1.1668223142623901, 'learning_rate': 9.214453030405189e-06, 'epoch': 1.57}
{'loss': 0.1278, 'grad_norm': 1.237187147140503, 'learning_rate': 9.166661808392348e-06, 'epoch': 1.58}
{'loss': 0.1252, 'grad_norm': 0.9511780738830566, 'learning_rate': 9.118889745361167e-06, 'epoch': 1.58}
{'loss': 0.1145, 'grad_norm': 1.1092320680618286, 'learning_rate': 9.071137939622134e-06, 'epoch': 1.59}
{'loss': 0.1532, 'grad_norm': 1.2290724515914917, 'learning_rate': 9.02340748902002e-06, 'epoch': 1.59}
{'loss': 0.0961, 'grad_norm': 1.1176592111587524, 'learning_rate': 8.975699490908617e-06, 'epoch': 1.6}
{'loss': 0.1174, 'grad_norm': 1.6706657409667969, 'learning_rate': 8.928015042125523e-06, 'epoch': 1.6}
{'loss': 0.1228, 'grad_norm': 1.1149799823760986, 'learning_rate': 8.880355238966923e-06, 'epoch': 1.61}
{'loss': 0.1444, 'grad_norm': 1.0490670204162598, 'learning_rate': 8.832721177162382e-06, 'epoch': 1.61}
{'loss': 0.1014, 'grad_norm': 1.1120256185531616, 'learning_rate': 8.785113951849655e-06, 'epoch': 1.62}
{'loss': 0.1263, 'grad_norm': 0.9619901180267334, 'learning_rate': 8.73753465754951e-06, 'epoch': 1.62}
{'loss': 0.1074, 'grad_norm': 1.0323045253753662, 'learning_rate': 8.689984388140562e-06, 'epoch': 1.62}
{'loss': 0.1035, 'grad_norm': 0.8099039196968079, 'learning_rate': 8.642464236834124e-06, 'epoch': 1.63}
{'loss': 0.1094, 'grad_norm': 1.351238489151001, 'learning_rate': 8.594975296149076e-06, 'epoch': 1.63}
{'loss': 0.1214, 'grad_norm': 1.1678920984268188, 'learning_rate': 8.547518657886745e-06, 'epoch': 1.64}
{'loss': 0.1409, 'grad_norm': 0.8889482021331787, 'learning_rate': 8.500095413105802e-06, 'epoch': 1.64}
{'loss': 0.0997, 'grad_norm': 1.137396216392517, 'learning_rate': 8.452706652097187e-06, 'epoch': 1.65}
{'loss': 0.1657, 'grad_norm': 1.5712815523147583, 'learning_rate': 8.405353464359032e-06, 'epoch': 1.65}
{'loss': 0.1355, 'grad_norm': 1.1007393598556519, 'learning_rate': 8.358036938571617e-06, 'epoch': 1.66}
{'loss': 0.1053, 'grad_norm': 0.9026240110397339, 'learning_rate': 8.310758162572337e-06, 'epoch': 1.66}
{'loss': 0.1148, 'grad_norm': 1.341900110244751, 'learning_rate': 8.263518223330698e-06, 'epoch': 1.67}
{'loss': 0.1322, 'grad_norm': 1.5684735774993896, 'learning_rate': 8.216318206923324e-06, 'epoch': 1.67}
{'loss': 0.0823, 'grad_norm': 0.9013075232505798, 'learning_rate': 8.169159198508987e-06, 'epoch': 1.67}
{'loss': 0.1377, 'grad_norm': 0.9659250974655151, 'learning_rate': 8.122042282303661e-06, 'epoch': 1.68}
{'loss': 0.1106, 'grad_norm': 0.9208102226257324, 'learning_rate': 8.074968541555587e-06, 'epoch': 1.68}
{'loss': 0.0915, 'grad_norm': 0.8278159499168396, 'learning_rate': 8.027939058520381e-06, 'epoch': 1.69}
{'loss': 0.1188, 'grad_norm': 0.9456965327262878, 'learning_rate': 7.980954914436142e-06, 'epoch': 1.69}
{'loss': 0.0885, 'grad_norm': 1.0315296649932861, 'learning_rate': 7.9340171894986e-06, 'epoch': 1.7}
{'loss': 0.0772, 'grad_norm': 0.9992820024490356, 'learning_rate': 7.887126962836274e-06, 'epoch': 1.7}
{'loss': 0.1467, 'grad_norm': 0.9156960248947144, 'learning_rate': 7.840285312485673e-06, 'epoch': 1.71}
{'loss': 0.0935, 'grad_norm': 1.173816204071045, 'learning_rate': 7.7934933153665e-06, 'epoch': 1.71}
{'loss': 0.1188, 'grad_norm': 1.1350923776626587, 'learning_rate': 7.746752047256904e-06, 'epoch': 1.72}
{'loss': 0.1414, 'grad_norm': 1.7252709865570068, 'learning_rate': 7.700062582768734e-06, 'epoch': 1.72}
{'loss': 0.1102, 'grad_norm': 0.914739191532135, 'learning_rate': 7.653425995322852e-06, 'epoch': 1.72}
{'loss': 0.08, 'grad_norm': 0.9972608089447021, 'learning_rate': 7.606843357124426e-06, 'epoch': 1.73}
{'loss': 0.1024, 'grad_norm': 1.33064866065979, 'learning_rate': 7.560315739138307e-06, 'epoch': 1.73}
{'loss': 0.1091, 'grad_norm': 0.9052107930183411, 'learning_rate': 7.5138442110644e-06, 'epoch': 1.74}
{'loss': 0.077, 'grad_norm': 0.7699215412139893, 'learning_rate': 7.467429841313061e-06, 'epoch': 1.74}
{'loss': 0.107, 'grad_norm': 1.143285870552063, 'learning_rate': 7.421073696980534e-06, 'epoch': 1.75}
{'loss': 0.1123, 'grad_norm': 1.4239842891693115, 'learning_rate': 7.3747768438244325e-06, 'epoch': 1.75}
{'loss': 0.1173, 'grad_norm': 1.2537134885787964, 'learning_rate': 7.328540346239222e-06, 'epoch': 1.76}
{'loss': 0.0797, 'grad_norm': 0.7883842587471008, 'learning_rate': 7.282365267231757e-06, 'epoch': 1.76}
{'loss': 0.0671, 'grad_norm': 0.7763030529022217, 'learning_rate': 7.2362526683968395e-06, 'epoch': 1.77}
{'loss': 0.0818, 'grad_norm': 0.8489381670951843, 'learning_rate': 7.190203609892808e-06, 'epoch': 1.77}
{'loss': 0.0914, 'grad_norm': 2.9220995903015137, 'learning_rate': 7.144219150417175e-06, 'epoch': 1.78}
{'loss': 0.0959, 'grad_norm': 0.7051593661308289, 'learning_rate': 7.098300347182272e-06, 'epoch': 1.78}
{'loss': 0.08, 'grad_norm': 0.740019679069519, 'learning_rate': 7.052448255890958e-06, 'epoch': 1.78}
{'loss': 0.0909, 'grad_norm': 0.9370891451835632, 'learning_rate': 7.006663930712338e-06, 'epoch': 1.79}
{'loss': 0.0797, 'grad_norm': 0.8827892541885376, 'learning_rate': 6.960948424257532e-06, 'epoch': 1.79}
{'loss': 0.0959, 'grad_norm': 0.7402116656303406, 'learning_rate': 6.915302787555471e-06, 'epoch': 1.8}
{'loss': 0.108, 'grad_norm': 1.1159641742706299, 'learning_rate': 6.8697280700287365e-06, 'epoch': 1.8}
{'loss': 0.0947, 'grad_norm': 1.2081325054168701, 'learning_rate': 6.824225319469433e-06, 'epoch': 1.81}
{'loss': 0.1509, 'grad_norm': 1.6232845783233643, 'learning_rate': 6.778795582015096e-06, 'epoch': 1.81}
{'loss': 0.1235, 'grad_norm': 0.8548265099525452, 'learning_rate': 6.733439902124647e-06, 'epoch': 1.82}
{'loss': 0.0857, 'grad_norm': 0.7139685750007629, 'learning_rate': 6.688159322554373e-06, 'epoch': 1.82}
{'loss': 0.0953, 'grad_norm': 0.8770537972450256, 'learning_rate': 6.6429548843339554e-06, 'epoch': 1.83}
{'loss': 0.0922, 'grad_norm': 1.0992238521575928, 'learning_rate': 6.597827626742537e-06, 'epoch': 1.83}
{'loss': 0.0833, 'grad_norm': 0.8482168912887573, 'learning_rate': 6.552778587284835e-06, 'epoch': 1.83}
{'loss': 0.0808, 'grad_norm': 0.7154571413993835, 'learning_rate': 6.507808801667275e-06, 'epoch': 1.84}
{'loss': 0.0904, 'grad_norm': 0.7231245636940002, 'learning_rate': 6.462919303774186e-06, 'epoch': 1.84}
{'loss': 0.0996, 'grad_norm': 0.8958209156990051, 'learning_rate': 6.4181111256440305e-06, 'epoch': 1.85}
{'loss': 0.06, 'grad_norm': 0.7643299698829651, 'learning_rate': 6.37338529744568e-06, 'epoch': 1.85}
{'loss': 0.0909, 'grad_norm': 1.1483914852142334, 'learning_rate': 6.3287428474547256e-06, 'epoch': 1.86}
{'loss': 0.0966, 'grad_norm': 1.2202156782150269, 'learning_rate': 6.28418480202984e-06, 'epoch': 1.86}
{'loss': 0.0648, 'grad_norm': 0.7916653752326965, 'learning_rate': 6.239712185589181e-06, 'epoch': 1.87}
{'loss': 0.094, 'grad_norm': 1.0001565217971802, 'learning_rate': 6.1953260205868386e-06, 'epoch': 1.87}
{'loss': 0.1017, 'grad_norm': 0.8547271490097046, 'learning_rate': 6.151027327489328e-06, 'epoch': 1.88}
{'loss': 0.106, 'grad_norm': 0.8583996295928955, 'learning_rate': 6.1068171247521335e-06, 'epoch': 1.88}
{'loss': 0.1014, 'grad_norm': 1.0638513565063477, 'learning_rate': 6.062696428796284e-06, 'epoch': 1.89}
{'loss': 0.0727, 'grad_norm': 0.7875789403915405, 'learning_rate': 6.018666253984991e-06, 'epoch': 1.89}
{'loss': 0.0948, 'grad_norm': 0.7369983792304993, 'learning_rate': 5.9747276126003265e-06, 'epoch': 1.89}
{'loss': 0.1009, 'grad_norm': 0.9930071234703064, 'learning_rate': 5.930881514819951e-06, 'epoch': 1.9}
{'loss': 0.0682, 'grad_norm': 0.9582750201225281, 'learning_rate': 5.887128968693887e-06, 'epoch': 1.9}
{'loss': 0.0672, 'grad_norm': 0.7722235321998596, 'learning_rate': 5.843470980121345e-06, 'epoch': 1.91}
{'loss': 0.0854, 'grad_norm': 3.7350099086761475, 'learning_rate': 5.799908552827597e-06, 'epoch': 1.91}
{'loss': 0.0733, 'grad_norm': 0.6688277125358582, 'learning_rate': 5.7564426883408955e-06, 'epoch': 1.92}
{'loss': 0.1003, 'grad_norm': 0.7129228115081787, 'learning_rate': 5.713074385969457e-06, 'epoch': 1.92}
{'loss': 0.1257, 'grad_norm': 1.5148632526397705, 'learning_rate': 5.669804642778487e-06, 'epoch': 1.93}
{'loss': 0.0977, 'grad_norm': 0.7570495009422302, 'learning_rate': 5.626634453567233e-06, 'epoch': 1.93}
{'loss': 0.0935, 'grad_norm': 1.1749156713485718, 'learning_rate': 5.583564810846157e-06, 'epoch': 1.94}
{'loss': 0.0925, 'grad_norm': 0.7486749291419983, 'learning_rate': 5.54059670481407e-06, 'epoch': 1.94}
{'loss': 0.0645, 'grad_norm': 0.7626492977142334, 'learning_rate': 5.497731123335403e-06, 'epoch': 1.94}
{'loss': 0.0935, 'grad_norm': 1.088033676147461, 'learning_rate': 5.454969051917482e-06, 'epoch': 1.95}
{'loss': 0.0966, 'grad_norm': 0.7055225372314453, 'learning_rate': 5.412311473687859e-06, 'epoch': 1.95}
{'loss': 0.0825, 'grad_norm': 0.8559502363204956, 'learning_rate': 5.369759369371734e-06, 'epoch': 1.96}
{'loss': 0.0621, 'grad_norm': 0.8666456341743469, 'learning_rate': 5.32731371726938e-06, 'epoch': 1.96}
{'loss': 0.08, 'grad_norm': 0.912901759147644, 'learning_rate': 5.28497549323368e-06, 'epoch': 1.97}
{'loss': 0.1039, 'grad_norm': 1.1116567850112915, 'learning_rate': 5.242745670647658e-06, 'epoch': 1.97}
{'loss': 0.0813, 'grad_norm': 0.82450932264328, 'learning_rate': 5.200625220402139e-06, 'epoch': 1.98}
{'loss': 0.1098, 'grad_norm': 0.7453152537345886, 'learning_rate': 5.158615110873391e-06, 'epoch': 1.98}
{'loss': 0.1071, 'grad_norm': 0.6860824823379517, 'learning_rate': 5.116716307900893e-06, 'epoch': 1.99}
{'loss': 0.0751, 'grad_norm': 0.7364776730537415, 'learning_rate': 5.074929774765096e-06, 'epoch': 1.99}
{'loss': 0.0765, 'grad_norm': 3.7781574726104736, 'learning_rate': 5.033256472165316e-06, 'epoch': 1.99}
{'loss': 0.0804, 'grad_norm': 0.7688214182853699, 'learning_rate': 4.991697358197606e-06, 'epoch': 2.0}
{'eval_loss': 0.11872030794620514, 'eval_runtime': 250.7904, 'eval_samples_per_second': 59.635, 'eval_steps_per_second': 9.941, 'epoch': 2.0}
{'loss': 0.0463, 'grad_norm': 0.5021469593048096, 'learning_rate': 4.950253388332763e-06, 'epoch': 2.0}
{'loss': 0.0395, 'grad_norm': 0.45793381333351135, 'learning_rate': 4.908925515394346e-06, 'epoch': 2.01}
{'loss': 0.0515, 'grad_norm': 0.550998866558075, 'learning_rate': 4.867714689536759e-06, 'epoch': 2.01}
{'loss': 0.0531, 'grad_norm': 0.6305203437805176, 'learning_rate': 4.826621858223431e-06, 'epoch': 2.02}
{'loss': 0.0433, 'grad_norm': 0.6430660486221313, 'learning_rate': 4.78564796620502e-06, 'epoch': 2.02}
{'loss': 0.0566, 'grad_norm': 0.40794697403907776, 'learning_rate': 4.744793955497682e-06, 'epoch': 2.03}
{'loss': 0.0601, 'grad_norm': 1.004550814628601, 'learning_rate': 4.7040607653614335e-06, 'epoch': 2.03}
{'loss': 0.0469, 'grad_norm': 0.64633709192276, 'learning_rate': 4.66344933227855e-06, 'epoch': 2.04}
{'loss': 0.0485, 'grad_norm': 0.8843848705291748, 'learning_rate': 4.622960589932024e-06, 'epoch': 2.04}
{'loss': 0.0435, 'grad_norm': 0.5047250390052795, 'learning_rate': 4.582595469184122e-06, 'epoch': 2.04}
{'loss': 0.0497, 'grad_norm': 0.5426784753799438, 'learning_rate': 4.542354898054953e-06, 'epoch': 2.05}
{'loss': 0.0572, 'grad_norm': 0.8928508758544922, 'learning_rate': 4.502239801701173e-06, 'epoch': 2.05}
{'loss': 0.042, 'grad_norm': 0.411126047372818, 'learning_rate': 4.462251102394669e-06, 'epoch': 2.06}
