                                                                                                                     
{'loss': 2.7526, 'grad_norm': 9.10511425664772, 'learning_rate': 1.9999998438693904e-05, 'epoch': 0.0}
{'loss': 0.9895, 'grad_norm': 1.2169598413459808, 'learning_rate': 1.8071736804359235e-05, 'epoch': 0.6}
{'loss': 1.0297, 'grad_norm': 1.4627353171586845, 'learning_rate': 1.8055211845782618e-05, 'epoch': 0.61}
{'loss': 1.017, 'grad_norm': 1.2243350296563902, 'learning_rate': 1.8038624003988406e-05, 'epoch': 0.61}
{'loss': 0.9898, 'grad_norm': 1.1480168412891107, 'learning_rate': 1.8021973408470005e-05, 'epoch': 0.61}
{'loss': 1.0227, 'grad_norm': 1.2537920827425675, 'learning_rate': 1.800526018921072e-05, 'epoch': 0.61}
{'loss': 1.0103, 'grad_norm': 1.1659437920397095, 'learning_rate': 1.7988484476682724e-05, 'epoch': 0.62}
{'loss': 0.9832, 'grad_norm': 1.327972943207475, 'learning_rate': 1.797164640184605e-05, 'epoch': 0.62}
{'loss': 1.0122, 'grad_norm': 1.1518397108177605, 'learning_rate': 1.7954746096147555e-05, 'epoch': 0.62}
{'loss': 1.0553, 'grad_norm': 1.2383274826295527, 'learning_rate': 1.793778369151991e-05, 'epoch': 0.62}
{'loss': 1.0282, 'grad_norm': 1.4277596324798474, 'learning_rate': 1.7920759320380564e-05, 'epoch': 0.63}
{'loss': 1.0473, 'grad_norm': 1.1595635948994212, 'learning_rate': 1.7903673115630703e-05, 'epoch': 0.63}
{'loss': 1.0312, 'grad_norm': 1.2571880418348131, 'learning_rate': 1.7886525210654225e-05, 'epoch': 0.63}
{'loss': 0.9399, 'grad_norm': 1.4016214410916972, 'learning_rate': 1.7869315739316685e-05, 'epoch': 0.64}
{'loss': 1.0356, 'grad_norm': 1.3302227376108955, 'learning_rate': 1.7852044835964268e-05, 'epoch': 0.64}
{'loss': 1.032, 'grad_norm': 1.262425912984972, 'learning_rate': 1.7834712635422718e-05, 'epoch': 0.64}
{'loss': 0.9927, 'grad_norm': 1.275352522068898, 'learning_rate': 1.7817319272996305e-05, 'epoch': 0.64}
{'loss': 1.0008, 'grad_norm': 1.253616234109977, 'learning_rate': 1.779986488446676e-05, 'epoch': 0.65}
{'loss': 0.9851, 'grad_norm': 1.3951052396057213, 'learning_rate': 1.7782349606092208e-05, 'epoch': 0.65}
{'loss': 0.9793, 'grad_norm': 1.2418859117298626, 'learning_rate': 1.7764773574606124e-05, 'epoch': 0.65}
{'loss': 0.9369, 'grad_norm': 1.2343136476256975, 'learning_rate': 1.7747136927216244e-05, 'epoch': 0.65}
{'loss': 0.9791, 'grad_norm': 1.3955794263056014, 'learning_rate': 1.772943980160351e-05, 'epoch': 0.66}
{'loss': 1.0237, 'grad_norm': 1.269909923609487, 'learning_rate': 1.7711682335920988e-05, 'epoch': 0.66}
{'loss': 1.0235, 'grad_norm': 1.468775593356608, 'learning_rate': 1.7693864668792785e-05, 'epoch': 0.66}
{'loss': 0.9859, 'grad_norm': 1.2160891727037206, 'learning_rate': 1.767598693931298e-05, 'epoch': 0.66}
{'loss': 0.9643, 'grad_norm': 1.3894605819784593, 'learning_rate': 1.765804928704452e-05, 'epoch': 0.67}
{'loss': 1.0354, 'grad_norm': 1.3803416266880286, 'learning_rate': 1.7640051852018153e-05, 'epoch': 0.67}
{'loss': 1.0091, 'grad_norm': 1.2843416191627304, 'learning_rate': 1.762199477473131e-05, 'epoch': 0.67}
{'loss': 1.0051, 'grad_norm': 1.4069261374508697, 'learning_rate': 1.760387819614704e-05, 'epoch': 0.68}
{'loss': 1.0132, 'grad_norm': 1.4035270150366224, 'learning_rate': 1.7585702257692863e-05, 'epoch': 0.68}
{'loss': 1.0008, 'grad_norm': 1.2043433501234153, 'learning_rate': 1.7567467101259713e-05, 'epoch': 0.68}
